NQUEST,NORD,CERC,MCERC1,MCERC2,MCERC3,MCERC4,MCERC5,MCERC6,MCERC7,MCERC8,MCERC9,MCERC10,MCERC11,OFFERTE,NOFFERTE,NRIFIUTI,NESPLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,DISOC,CASSINT,DIS1,DIS2,DIS3,DIS4,DIS5,DISTOT,DISTEL,ETAPEN,ETALAV2,NOMALAT,MALAT
7886,1,2,,,,,,,,,,,,2,0,0,1,23,1,23,,2,2,,,,,,,,57,,1,0
7886,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
7886,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
7886,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
7895,1,2,,,,,,,,,,,,2,0,0,1,21,1,17,,2,2,,,,,,,,55,,1,0
7895,2,2,,,,,,,,,,,,2,0,0,1,30,2,0,0,2,2,,,,,,,,50,,1,0
8168,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
8168,2,2,,,,,,,,,,,,2,0,0,3,19,1,10,,2,2,,,,,,,,55,26,2,3
8168,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
8331,1,2,,,,,,,,,,,,2,0,0,1,18,1,40,,2,2,,,,,,,,58,,1,0
8331,2,2,,,,,,,,,,,,2,0,0,1,32,1,20,,2,2,,,,,,,,65,,1,0
8331,3,2,,,,,,,,,,,,2,0,0,1,25,1,4,,2,2,,,,,,,,65,,1,0
8331,4,2,,,,,,,,,,,,2,0,0,1,25,1,3,,2,2,,,,,,,,65,,1,0
8332,1,2,,,,,,,,,,,,2,0,0,2,14,1,15,,1,2,2,3,3,3,3,4,,,,,
8481,1,2,,,,,,,,,,,,2,0,0,4,18,1,10,,2,2,,,,,,,,65,59,1,0
8578,1,2,,,,,,,,,,,,2,0,0,1,15,1,40,,2,2,,,,,,,,,,,
8578,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
8591,1,2,,,,,,,,,,,,2,0,0,3,14,1,40,,2,2,,,,,,,,,,,
8591,2,2,,,,,,,,,,,,2,0,0,2,14,1,17,,2,2,,,,,,,,,,,
8754,1,2,,,,,,,,,,,,2,0,0,2,8,1,15,,2,1,5,5,5,5,5,5,,65,28,1,0
8754,2,2,,1,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
8868,1,2,,,,,,,,,,,,2,0,0,2,24,1,22,,1,1,4,3,3,3,4,2,,60,34,2,4
8868,2,2,,,,,,,,,,,,2,0,0,2,19,1,24,,2,2,,,,,,,,50,27,1,0
8868,3,1,,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,
8915,1,2,,,,,,,,,,,,2,0,0,2,27,1,38,,2,2,,,,,,,,,,,
8915,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
8915,3,2,,,,,,,,,,,,2,0,0,1,27,1,12,,2,2,,,,,,,,65,,2,3
8915,4,2,,,,,,,,,,,,2,0,0,1,23,1,3,,2,2,,,,,,,,60,,1,0
8952,1,2,,,,,,,,,,,,2,0,0,1,12,1,30,,2,2,,,,,,,,,,,
8952,2,2,,,,,,,,,,,,2,0,0,2,26,1,33,,2,2,,,,,,,,63,36,2,10
8952,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
8954,1,2,,,,,,,,,,,,2,0,0,1,23,1,16,,2,2,,,,,,,,64,,1,0
8954,2,2,,,,,,,,,,,,2,0,0,1,29,1,9,,2,2,,,,,,,,65,,2,20
8955,1,2,,,,,,,,,,,,2,0,0,1,20,1,40,,2,2,,,,,,,,,,,
9248,1,2,,,,,,,,,,,,2,0,0,4,19,1,26,,2,2,,,,,,,,54,32,1,0
9249,1,2,,,,,,,,,,,,2,0,0,3,12,1,27,,2,2,,,,,,,,,30,2,6
9249,2,2,,,,,,,,,,,,2,0,0,2,20,1,8,,2,2,,,,,,,,,,,
9249,3,2,,,,,,,,,,,,2,0,0,1,15,1,15,,2,2,,,,,,,,,,,
9249,4,2,,,,,,,,,,,,2,0,0,2,16,1,10,,2,2,,,,,,,,,20,1,0
9249,5,2,,,,,,,,,,,,2,0,0,2,14,1,3,,2,2,,,,,,,,,22,1,0
9249,6,1,,,,,,,,,,,,1,2,2,4,14,2,0,0,2,2,,,,,,,,,,,
9402,1,2,,,,,,,,,,,,2,0,0,1,24,1,35,,2,2,,,,,,,,,,,
9402,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
9402,3,2,,,,,,,,,,,,2,0,0,1,26,1,22,,2,2,,,,,,,,60,,2,3
9402,4,2,,,,,,,,,,,,2,0,0,1,18,1,27,,2,2,,,,,,,,60,,2,3
9405,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
9411,1,2,,,,,,,,,,,,2,0,0,2,27,1,30,,2,2,,,,,,,,,,,
9411,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
9526,1,2,,,,,,,,,,,,2,0,0,2,18,1,35,,2,2,,,,,,,,65,31,2,10
9526,2,2,1,,,,,,,,,,,2,0,0,2,12,1,0.75,9,2,2,,,,,,,,,,,
9526,3,2,,,,,,,,,,,,2,0,0,1,23,2,0,0,2,2,,,,,,,,60,,2,2
11810,1,2,,,,,,,,,,,,2,0,0,3,10,1,35,,1,2,5,1,3,1,3,1,,65,29,2,30
11810,2,2,,,,,,,,,,,,2,0,0,1,11,1,28,,2,2,,,,,,,,,,,
11810,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
11810,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
11810,5,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
11810,6,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
11810,7,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
11810,8,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
11940,1,2,,,,,,,,,,,,2,0,0,1,15,1,38,,2,2,,,,,,,,,,,
11940,2,2,,,,,,,,,,,,2,0,0,1,,1,10,,2,2,,,,,,,,,,,
11940,3,2,,,,,,,,,,,,2,0,0,1,15,1,1,,2,2,,,,,,,,65,,1,0
11972,1,2,,,,,,,,,,,,2,0,0,1,23,1,34,,2,2,,,,,,,,65,,2,6
11972,2,2,,,,,,,,,,,,2,0,0,1,20,1,30,,2,2,,,,,,,,60,,1,0
11972,3,2,,,,,,,,,,,,2,0,0,1,18,1,4,,2,2,,,,,,,,65,,2,14
20010,1,2,,,,,,,,,,,,2,0,0,1,14,1,37,,2,2,,,,,,,,,,,
20010,2,2,,,,,,,,,,,,2,0,0,1,21,1,25,,2,2,,,,,,,,,,,
20010,3,2,,,,,,,,,,,,2,0,0,1,21,1,1,,2,2,,,,,,,,65,,2,7
20010,4,2,,,,,,,,,,,,2,0,0,4,17,1,16,,2,2,,,,,,,,,,,
20011,1,2,,,,,,,,,,,,2,0,0,3,16,1,40,,2,2,,,,,,,,65,41,1,0
20011,2,2,1,,,,,,,,,,,2,0,0,2,14,1,15,,2,2,,,,,,,,,,,
20019,1,2,,,,,,,,,,,,2,0,0,3,14,1,22,,2,2,,,,,,,,,,,
20020,1,2,,,,,,,,,,,,2,0,0,2,18,1,22,,2,2,,,,,,,,57,26,2,7
20020,2,2,,,,,,,,,,,,2,0,0,3,18,1,10,,1,2,4,3,3,3,4,3,,60,29,2,5
20028,1,2,,,,,,,,,,,,2,0,0,2,27,1,29,,2,2,,,,,,,,,,,
20033,1,2,,,,,,,,,,,,2,0,0,2,20,1,35,,2,2,,,,,,,,,,,
20033,2,2,,,,,,,,,,,,2,0,0,2,11,1,15,,2,2,,,,,,,,,,,
20047,1,2,,,,,,,,,,,,2,0,0,1,21,1,36,,2,2,,,,,,,,,,,
20047,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20047,3,2,,,,,,,,,,,,2,0,0,1,28,1,4,,2,2,,,,,,,,65,,2,3
20047,4,2,,,,,,,,,,,,2,0,0,1,28,1,0.5,6,2,2,,,,,,,,65,,1,0
20111,1,2,,,,,,,,,,,,2,0,0,1,26,1,30,,2,2,,,,,,,,,,,
20111,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20111,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20111,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20111,5,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20112,1,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20112,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20112,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20112,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20154,1,2,,,,,,,,,,,,2,0,0,1,22,1,27,,2,2,,,,,,,,57,,1,0
20154,2,2,,,,,,,,,,,,2,0,0,1,24,1,23,,2,2,,,,,,,,60,,1,0
20154,3,2,,,,,,,,,,,,1,1,1,1,21,2,0,0,2,2,,,,,,,,65,,1,0
20154,4,2,,,,,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20169,1,2,,,,,,,,,,,,2,0,0,1,15,1,20,,2,2,,,,,,,,,,,
20170,1,1,,,,,,,,,,,,1,1,1,3,17,1,37,,1,2,4,4,5,5,5,5,,,,,
20170,2,1,,,,,,,,,,,,1,1,1,1,16,1,15,,2,2,,,,,,,,,,,
20174,1,2,,,,,,,,,,,,2,0,0,2,16,1,34,,2,2,,,,,,,,56,21,1,0
20174,2,2,,,,,,,,,,,,2,0,0,2,15,1,15,,2,2,,,,,,,,,,,
20178,1,2,,,,,,,,,,,,2,0,0,4,14,1,10,,2,2,,,,,,,,60,30,1,0
20178,2,2,,,,,,,,,,,,2,0,0,2,29,1,33,,2,2,,,,,,,,,,,
20179,1,2,,,,,,,,,,,,2,0,0,4,14,1,25,,2,2,,,,,,,,60,23,1,0
20179,2,2,,,,,,,,,,,,2,0,0,1,20,1,22,,2,2,,,,,,,,65,,1,0
20179,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20223,1,2,,,,,,,,,,,,2,0,0,2,15,1,33,,2,2,,,,,,,,57,35,1,0
20223,2,2,,,,,,,,,,,,2,0,0,1,20,1,20,,2,2,,,,,,,,,,,
20223,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20231,1,2,,,,,,,,,,,,2,0,0,2,17,1,28,,2,2,,,,,,,,60,29,1,0
20231,2,2,,1,,,,,,,,,,2,0,0,2,13,1,6,,2,2,,,,,,,,,,,
20231,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20232,1,2,,,,,,,,,,,,2,0,0,5,12,1,35,,2,2,,,,,,,,,,,
20232,2,2,,,,,,,,,,,,2,0,0,1,20,1,23,,2,2,,,,,,,,57,,1,0
20232,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20232,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20241,1,2,,,,,,,,,,,,2,0,0,1,18,1,15,,2,2,,,,,,,,,,,
20258,1,2,,,,,,,,,,,,2,0,0,2,18,1,13,,2,2,,,,,,,,65,22,2,1
20277,1,2,,,,,,,,,,,,2,0,0,2,25,1,20,,2,2,,,,,,,,65,35,1,0
20277,2,2,,,,,,,,,,,,2,0,0,1,16,1,12,,2,2,,,,,,,,65,,1,0
20284,1,2,,,,,,,,,,,,1,1,1,5,17,1,21,,2,2,,,,,,,,57,31,1,0
20284,2,2,,,,,,,,,,,,2,0,0,2,17,1,23,,2,1,5,5,5,5,5,5,,57,23,1,0
20284,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20285,1,2,,,,,,,,,,,,2,0,0,2,14,1,35,,2,2,,,,,,,,,,,
20289,1,2,,,,,,,,,,,,2,0,0,3,39,1,15,,2,2,,,,,,,,,,,
20297,1,1,,,,,,,,,,,,1,1,1,2,14,1,22,,2,2,,,,,,,,50,35,2,15
20297,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20358,1,2,,,,,,,,,,,,2,0,0,2,14,1,42,,2,2,,,,,,,,,,,
20358,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20365,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20365,2,2,,,,,,,,,,,,2,0,0,1,16,1,40,,2,2,,,,,,,,,,,
20372,1,2,,,,,,,,,,,,2,0,0,3,17,1,24,,2,2,,,,,,,,65,23,1,0
20372,2,2,,,,,,,,,,,,2,0,0,4,14,1,0.25,3,1,2,3,3,3,3,3,3,,,,,
20372,3,1,,,,,,,,,,,,2,0,0,3,17,1,3,,1,2,3,3,3,3,3,3,,,24,1,0
20372,4,1,,,,,,,,,,,,2,0,0,1,19,2,0,0,2,2,,,,,,,,,,,
20373,1,2,,,,,,,,,,,,2,0,0,1,27,1,35,,2,2,,,,,,,,,,,
20373,2,2,,,,,,,,,,,,2,0,0,1,52,1,12,,2,2,,,,,,,,,,,
20375,1,2,,,,,,,,,,,,2,0,0,4,14,1,32,,2,2,,,,,,,,,,,
20375,2,2,,1,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20375,3,2,,,,,,,,,1,,,1,2,0,2,14,1,0.3333333333,4,2,2,,,,,,,,,,,
20380,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20386,1,2,,,,,,,,,,,,2,0,0,2,12,1,35,,2,2,,,,,,,,,,,
20386,2,2,,,,,,,,,,,,2,0,0,2,10,1,15,,2,2,,,,,,,,,,,
20387,1,2,,,,,,,,,,,,2,0,0,3,14,1,35,,1,1,2,2,3,1,2,1,,58,53,2,30
20387,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20387,3,2,,,,,,,,,,,,2,0,0,2,14,1,15,,2,2,,,,,,,,60,26,2,7
20391,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20391,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20393,1,2,,,,,,,,,,,,2,0,0,3,14,1,21,,2,2,,,,,,,,60,28,2,50
20393,2,2,1,,,,,,,,,,,2,0,0,3,13,1,6,,2,2,,,,,,,,,,,
20499,1,2,,,,,,,,,,,,2,0,0,2,21,1,34,,2,2,,,,,,,,,,,
20499,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20503,1,2,,,,,,,,,,,,2,0,0,1,18,1,19,,2,2,,,,,,,,60,,1,0
20503,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20697,1,2,,,,,,,,,,,,2,0,0,1,20,1,25,,2,2,,,,,,,,59,,1,0
20697,2,2,1,,,,,,,,,,,2,0,0,2,17,1,10,,2,2,,,,,,,,,,,
20697,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20697,4,2,,,,,,,,,,,,2,0,0,2,16,1,7,,2,2,,,,,,,,51,19,2,4
20697,5,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20704,1,2,,,,,,,,,,,,2,0,0,1,20,1,10,,2,2,,,,,,,,65,,1,0
20704,2,2,,,,,,,,,,,,2,0,0,1,27,1,24,,2,2,,,,,,,,,,,
20704,3,2,,,,,,,,,,,,1,10,8,1,20,2,0,0,2,2,,,,,,,,,,,
20704,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20711,1,2,,,,,,,,,,,,2,0,0,3,14,1,36,,2,2,,,,,,,,52,47,1,0
20711,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20711,3,1,,,,,,,,,,,,1,1,0,2,21,1,2,,2,2,,,,,,,,60,23,2,3
20711,4,2,,,,,,,,,,,,2,0,0,1,18,1,2,,2,2,,,,,,,,60,,2,4
20711,5,2,,,,,,,,,,,,2,0,0,1,18,1,1,,2,2,,,,,,,,60,,2,3
20711,6,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20721,1,2,,,,,,,,,,,,2,0,0,3,21,1,25,,2,2,,,,,,,,57,24,2,10
20729,1,2,,,,,,,,,,,,2,0,0,2,24,1,21,,2,2,,,,,,,,60,29,1,0
20729,2,2,,,,,,,,,,,,2,0,0,1,24,1,30,,2,2,,,,,,,,60,,1,0
20729,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20729,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20766,1,2,,,,,,,,,,,,2,0,0,2,15,1,31,,2,2,,,,,,,,53,21,2,10
20766,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20767,1,2,,,,,,,,,,,,2,0,0,1,15,1,22,,2,2,,,,,,,,,,,
20767,2,2,,,,,,,,,,,,2,0,0,2,14,1,25,,2,2,,,,,,,,55,40,1,0
20767,3,1,,,,,,,,,,,,2,0,0,1,25,1,5,,1,2,3,4,5,4,4,2,,,,,
20767,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20770,1,2,,,,,,,,,,,,2,0,0,2,16,1,26,,2,2,,,,,,,,52,28,2,5
20770,2,2,,,,,,,,,,,,2,0,0,2,18,1,24,,2,2,,,,,,,,60,32,2,5
20770,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20782,1,2,,,,,,,,,,,,2,0,0,1,19,1,40,,2,2,,,,,,,,,,,
20782,2,2,,,,,,,,,,,,2,0,0,1,40,1,25,,2,2,,,,,,,,,,,
20784,1,2,,,,,,,,,,,,2,0,0,1,24,2,0,0,2,2,,,,,,,,,,1,0
20784,2,1,,,,,,,,,,,,2,0,0,2,25,1,10,,2,2,,,,,,,,65,28,1,0
20798,1,2,,,,,,,,,,,,2,0,0,1,40,1,15,,2,2,,,,,,,,,,,
20837,1,2,,,,,,,,,,,,2,0,0,2,18,1,35,,2,2,,,,,,,,,,,
20837,2,2,,,,,,,,,,,,2,0,0,1,13,1,15,,2,2,,,,,,,,,,,
20839,1,2,,,,,,,,,,,,2,0,0,1,24,1,17,,2,2,,,,,,,,65,,2,5
20839,2,2,,,,,,,,,,,,2,0,0,1,22,1,4,,2,2,,,,,,,,,,,
20845,1,1,,,,,,,,,,,,2,0,0,3,15,1,20,,1,2,3,2,3,2,3,2,,,,,
20845,2,2,,,,,,,,,,,,2,0,0,1,15,1,4,,2,2,,,,,,,,60,,2,15
20846,1,2,,,,,,,,,,,,2,0,0,2,20,1,20,,1,2,1,3,2,2,3,2,,65,23,2,15
20846,2,2,,,,,,,,,,,,2,0,0,1,16,1,15,,2,1,2,3,3,2,3,2,,60,,2,15
20849,1,2,,,,,,,,,,,,2,0,0,1,25,1,22,,2,2,,,,,,,,56,,1,0
20849,2,2,,,,,,,,,,,,2,0,0,1,24,1,21,,2,2,,,,,,,,56,,2,4
20849,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20862,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20862,2,2,,,,,,,,,,,,2,0,0,1,20,2,0,0,2,2,,,,,,,,50,,2,2
20862,3,2,,,,,,,,,,,,2,0,0,1,31,2,0,0,2,2,,,,,,,,60,,2,8
20881,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20881,2,2,,,,,,1,,,,,,2,0,0,1,15,1,15,,1,2,4,5,4,4,4,3,,,,,
20920,1,2,,,,,,,,,,,,2,0,0,3,26,1,40,,2,2,,,,,,,,,,,
20920,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
20936,1,2,,,,,,,,,,,,2,0,0,4,19,1,20,,2,2,,,,,,,,60,21,2,7
20936,2,2,,,,,,,,,,,,2,0,0,3,25,1,13,,2,2,,,,,,,,60,32,2,3
20936,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20936,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
20944,1,2,,,,,,,,,,,,2,0,0,1,20,1,20,,2,2,,,,,,,,55,,2,1
20944,2,2,,,,,,,,,,,,2,0,0,1,25,1,14,,2,2,,,,,,,,55,,2,2
20981,1,2,,,,,,,,,,,,2,0,0,1,28,1,23,,2,2,,,,,,,,58,,1,0
20981,2,2,,,,,,,,,,,,2,0,0,1,25,1,20,,2,2,,,,,,,,55,,1,0
20990,1,2,,,,,,,,,,,,2,0,0,1,16,1,35,,2,2,,,,,,,,,,,
20990,2,2,,,,,,1,,,,,,2,0,0,1,15,1,6,,1,2,3,2,3,3,3,3,,,,,
21002,1,2,,,,,,,,,,,,2,0,0,2,15,1,24,,2,2,,,,,,,,,,,
21003,1,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21003,2,2,,,,,,,,,,,,2,0,0,1,26,1,30,,2,2,,,,,,,,,,,
21003,3,2,,,,,,,,,,,,2,0,0,1,26,1,1,,2,2,,,,,,,,,,1,0
21003,4,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21128,1,2,,,,,,,,,,,,2,0,0,3,30,1,2,,2,2,,,,,,,,65,37,1,0
21128,2,2,,,,,,,,,,,,2,0,0,1,20,1,36,,2,2,,,,,,,,,,,
21368,1,2,,,,,,,,,,,,2,0,0,1,20,1,30,,2,2,,,,,,,,60,,1,0
21368,2,2,,,,,,,,,,,,2,0,0,1,23,1,26,,2,2,,,,,,,,65,,1,0
21368,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
21368,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
21368,5,2,,,,,,,,,,,,2,0,0,2,16,1,34,,2,2,,,,,,,,,,,
21384,1,2,,,,,,,,,,,,2,0,0,1,14,1,17,,2,2,,,,,,,,60,,1,0
21384,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21453,1,2,,,,,,,,,,,,2,0,0,3,20,1,35,,2,2,,,,,,,,,,,
21453,2,2,,,,,,,,,,,,2,0,0,1,21,2,0,0,1,2,2,3,3,3,3,2,,65,,1,0
21453,3,2,,,,,,,,,,,,2,0,0,1,18,1,0.5,6,2,2,,,,,,,,,,,
21456,1,2,,,,,,,,,,,,2,0,0,1,16,1,40,,2,2,,,,,,,,,,,
21456,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21461,1,2,,,,,,,,,,,,2,0,0,2,10,1,25,,2,2,,,,,,,,,,,
21461,2,2,,,,,,,,,,,,2,0,0,1,10,1,25,,2,2,,,,,,,,,,,
21463,1,2,,,,,,,,,,,,2,0,0,2,10,1,33,,2,2,,,,,,,,,,,
21463,2,2,,,,,,,,,,,,2,0,0,1,10,1,33,,2,2,,,,,,,,,,,
21464,1,2,,,,,,,,,,,,2,0,0,1,14,1,35,,2,2,,,,,,,,,,,
21464,2,2,,,,,,,,,,,,2,0,0,2,12,1,15,,2,2,,,,,,,,,,,
21466,1,2,,,,,,,,,,,,2,0,0,3,14,1,28,,2,2,,,,,,,,,,,
21466,2,2,,,,,,,,,,,,2,0,0,2,16,2,0,0,2,2,,,,,,,,,,,
21470,1,2,,,,,,,,,,,,2,0,0,1,26,1,38,,2,2,,,,,,,,,,,
21470,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21470,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21470,4,1,,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,
21472,1,2,,,,,,,,,,,,2,0,0,3,12,1,31,,2,2,,,,,,,,,,,
21472,2,2,,,1,,,,,,,,,2,0,0,1,12,1,20,,2,2,,,,,,,,,,,
21472,3,2,,,,,,,,,,,,2,0,0,1,19,1,5,,2,2,,,,,,,,60,,1,0
21474,1,2,,,,,,,,,,,,2,0,0,3,18,1,26,,2,2,,,,,,,,60,25,2,45
21474,2,1,,,,,,,,,,,,2,0,0,2,18,1,1,,2,2,,,,,,,,,,,
21481,1,2,,,,,,,,,,,,2,0,0,2,15,1,12,,2,2,,,,,,,,60,30,1,0
21481,2,2,,,,,,,,,,,,2,0,0,2,15,1,7,,2,2,,,,,,,,65,35,1,0
21482,1,2,,,,,,,,,,,,2,0,0,4,14,1,20,,1,2,2,4,3,2,4,2,,,,,
21482,2,2,,,,,,,,,,,,2,0,0,1,15,1,20,,2,2,,,,,,,,,,,
21510,1,2,,,,,,,,,,,,2,0,0,3,13,1,32,,2,2,,,,,,,,,,,
21510,2,2,,,,,,,,,,,,2,0,0,1,16,1,8,,2,2,,,,,,,,,,,
21543,1,2,,,,,,,,,,,,1,1,1,2,13,1,38,,1,2,2,5,4,5,5,5,,,,,
21543,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21543,3,2,,,,,,,,,,,,2,0,0,4,19,1,5,,2,2,,,,,,,,65,25,2,60
21546,1,2,,,,,,,,,,,,2,0,0,2,13,1,31,,2,2,,,,,,,,,,,
21546,2,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
21626,1,2,,,,,,,,,,,,2,0,0,1,19,1,28,,2,2,,,,,,,,59,,2,3
21626,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21627,1,2,,,,,,,,,,,,2,0,0,2,18,1,32,,1,1,3,3,3,3,5,3,,60,38,1,0
21627,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21627,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21627,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21636,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21639,1,1,,,,,,,,,,,,2,0,0,2,25,2,0,0,1,2,3,2,2,2,3,2,,70,30,2,5
21639,2,2,,,,,,,,,,,,2,0,0,2,28,1,9,,1,2,3,3,3,3,4,3,2,60,31,1,0
21693,1,2,,,,,,,,,,,,2,0,0,2,19,1,12,,2,2,,,,,,,,,20,1,0
21693,2,2,,,,,,,,,,,,2,0,0,1,22,1,5,,2,2,,,,,,,,,,1,0
21699,1,1,,,,,,,,,,,,1,1,0,2,15,1,8,,1,2,4,3,3,4,4,4,,,,,
21699,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21699,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21761,1,2,,,,,,,,,,,,2,0,0,7,13,1,16,,2,2,,,,,,,,50,20,2,40
21761,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
21772,1,2,,,,,,,,,,,,2,0,0,1,22,1,10,,2,2,,,,,,,,65,,1,0
21772,2,2,,,,,,,,,,,,2,0,0,1,29,1,3,,2,2,,,,,,,,,,,
21859,1,2,,,,,,,,,,,,2,0,0,4,16,1,30,,2,2,,,,,,,,,,,
21859,2,2,,,,,,,,,,,,2,0,0,10,16,1,15,,2,2,,,,,,,,,,,
21859,3,2,,,,,,,,,,,,2,0,0,1,19,1,13,,2,2,,,,,,,,,,1,0
21872,1,2,,,,,,,,,,,,2,0,0,1,14,1,35,,2,2,,,,,,,,,,,
