NQUEST,GIUDINT1,GIUDINT5,GIUDINT2,GIUDINT3,GIUDINT4
37621,5,1,4,4,5
37622,4,1,2,4,5
37638,2,3,3,3,4
37639,1,5,3,3,3
37642,4,1,4,3,5
37643,4,2,4,4,5
37653,5,1,2,3,5
37659,4,3,4,3,4
37662,4,3,4,3,4
37665,4,2,3,3,4
37667,2,3,2,3,4
37677,5,1,4,4,5
37685,4,3,3,3,4
37687,5,1,5,4,5
37695,5,1,4,4,5
37696,4,1,5,4,5
37698,5,1,4,4,5
37721,4,2,4,2,4
37751,2,2,1,2,4
37754,1,4,1,3,2
37756,3,2,2,4,4
37767,4,2,3,3,4
37776,5,1,4,2,4
37777,4,2,3,2,4
37780,4,1,4,3,5
37784,5,1,4,4,5
37785,3,2,2,1,4
37786,4,2,3,3,4
37788,5,5,5,3,5
37789,5,1,4,3,5
37793,5,1,4,2,5
37801,4,1,4,3,4
37808,4,2,3,2,4
37810,3,2,4,2,5
37811,4,1,3,3,4
37816,4,2,4,4,5
37823,4,2,4,3,5
37831,5,1,5,4,5
37835,4,2,3,2,4
37879,5,1,4,4,5
37880,5,1,5,4,5
37883,5,1,5,4,5
37886,5,1,5,4,5
37892,5,1,5,4,5
37900,4,3,4,3,4
37901,4,2,3,3,4
37918,4,1,4,3,4
37929,4,1,2,3,4
37930,4,2,4,3,5
38007,4,1,5,4,4
38010,1,4,1,3,4
38012,5,1,4,4,4
38013,5,1,5,4,5
38014,5,3,5,4,5
38016,5,1,5,4,5
38018,4,1,4,3,4
38019,5,1,5,4,5
38024,3,3,4,4,5
38038,2,2,2,3,4
38040,4,1,5,4,4
38048,4,2,4,4,4
38061,4,1,3,3,4
38070,5,1,5,3,5
38071,4,2,5,3,5
38077,3,3,4,4,4
38095,4,2,5,4,5
38101,5,2,4,4,5
38104,5,1,5,4,5
38106,5,1,5,4,5
38109,5,1,5,4,5
38112,5,1,5,4,5
38117,2,4,3,3,4
38118,5,1,5,4,5
38120,1,5,1,2,1
38121,5,1,4,3,5
38122,5,1,4,3,4
38124,5,1,5,4,5
38127,5,1,4,4,5
38128,4,2,4,3,4
38131,5,1,5,4,5
38135,5,2,5,4,5
38136,4,2,4,4,5
38138,4,2,4,4,5
38144,4,2,3,4,4
38146,3,3,3,3,4
38151,5,1,3,4,5
38152,5,1,5,4,5
38153,5,1,5,4,5
38159,5,1,5,4,5
38160,2,3,2,3,3
38161,5,1,5,4,5
38163,4,1,5,4,5
38169,5,2,3,4,5
38171,4,2,4,4,4
38175,4,2,2,3,4
38177,4,3,3,4,5
38179,5,1,3,4,4
38183,4,1,4,4,5
38186,3,3,2,2,5
38194,2,3,2,4,5
38200,4,1,4,4,4
38213,4,2,4,4,5
38216,2,3,1,3,2
38217,2,3,4,4,4
38218,3,3,3,4,4
38228,3,3,4,4,5
38230,4,2,4,4,5
38231,4,1,4,4,5
38234,3,2,2,3,5
38251,4,2,4,4,4
38252,1,4,3,3,4
38255,4,1,3,3,5
38258,4,1,4,3,5
38259,4,2,2,3,5
38261,4,2,3,3,4
38262,2,2,3,3,4
38263,2,3,3,3,4
38264,2,3,2,4,4
38266,5,1,4,3,5
38271,5,1,4,4,5
38272,5,1,4,3,5
38316,5,1,5,4,5
38319,4,2,4,4,5
38321,4,2,4,4,4
38323,4,2,4,4,4
38328,4,2,4,4,5
38329,4,2,3,3,4
38330,4,3,3,3,4
38333,4,2,3,3,4
38335,5,1,5,4,5
38339,5,1,5,4,5
38340,3,2,2,3,4
38349,2,2,2,3,4
38362,4,1,2,4,5
38409,5,1,5,4,5
38412,4,2,3,3,3
38426,5,1,5,4,5
38431,5,1,5,4,5
38432,1,3,1,2,1
38433,5,1,5,4,5
38440,5,1,5,4,5
38442,5,1,5,4,5
38449,2,3,3,3,3
38452,3,3,3,3,3
38453,5,3,4,3,4
38456,3,3,4,3,5
38469,5,1,5,4,5
38473,4,3,3,3,3
38474,3,5,1,2,1
38475,5,3,5,3,4
38481,5,2,3,4,5
38489,5,1,3,4,5
38493,5,2,3,4,5
38495,5,1,5,4,5
38496,5,1,3,3,5
38499,5,1,5,4,5
38510,3,2,3,4,5
38523,3,3,2,2,3
38524,4,2,4,3,5
38525,4,3,4,3,4
38530,3,3,3,3,3
38542,2,2,1,2,2
38543,3,1,3,3,3
38544,2,2,3,2,3
38550,1,4,1,2,1
38551,4,3,3,3,4
38552,4,2,3,3,4
38554,3,3,3,3,3
38558,5,1,4,4,5
38567,4,1,4,3,5
38568,5,1,5,4,5
38572,4,1,3,3,5
38587,5,1,4,3,5
38603,4,2,4,4,5
38616,3,1,2,3,4
38624,4,2,3,3,5
38625,3,3,1,2,4
38628,4,3,4,4,5
38629,4,3,3,3,4
38630,2,3,1,3,5
38631,3,3,3,2,4
38642,1,2,2,4,4
38645,2,1,1,2,1
38646,4,1,4,4,5
38647,2,3,2,3,4
38654,3,3,3,3,4
38658,5,1,3,4,5
38675,4,2,4,4,4
38701,5,1,5,4,5
38702,5,2,4,3,5
38705,5,1,5,4,5
38707,5,1,5,4,5
38708,5,1,5,4,5
38709,5,1,5,4,5
38710,5,3,3,4,3
38711,5,1,5,4,5
38712,5,1,5,4,5
38726,4,1,3,4,4
38727,5,1,4,3,5
38729,5,1,2,3,3
38739,4,4,4,4,5
38754,4,4,4,4,5
38769,5,1,3,3,5
38770,4,1,3,3,4
38774,4,2,3,3,5
38775,3,2,3,4,5
38797,3,3,3,3,3
38800,4,1,5,4,5
38802,4,1,4,3,4
38809,4,2,4,4,4
38812,4,2,4,4,4
38813,4,2,3,4,4
38818,2,3,3,3,3
38829,4,2,4,4,4
38830,4,2,4,4,5
38841,4,2,4,3,5
38844,5,1,5,4,5
38860,3,3,2,2,4
38869,4,3,4,3,5
38871,3,2,3,3,4
38872,3,3,1,2,2
38873,4,1,4,4,4
38877,4,1,3,3,4
38880,4,1,4,3,4
38885,5,2,4,4,5
38901,4,2,3,3,4
38902,2,3,1,2,3
38903,2,3,2,3,3
38905,2,3,2,3,3
38906,4,2,3,3,4
38909,3,3,2,3,3
38910,3,3,3,4,4
38912,4,2,4,4,5
38913,4,2,4,4,5
38914,2,2,3,3,4
38925,3,3,4,4,5
38927,4,1,4,3,5
38928,5,1,4,3,5
38929,4,2,4,4,5
38930,4,2,3,4,4
38931,4,2,2,1,2
38934,3,3,3,4,5
38939,2,3,3,3,5
38940,4,2,3,3,4
38941,4,2,3,3,4
38942,4,2,4,4,5
38943,5,1,4,4,5
38946,2,3,3,2,4
38949,4,1,4,4,5
38956,2,2,2,3,2
38957,3,2,4,3,5
38958,4,1,4,4,5
38959,3,3,3,3,4
38961,3,3,2,3,5
38962,3,3,3,3,4
38963,3,3,3,3,5
38964,4,3,3,3,4
38967,3,1,3,3,2
38974,3,3,3,3,4
38977,4,3,4,3,4
38979,3,3,4,3,4
38986,4,2,4,3,4
38990,4,2,3,3,5
38992,5,2,3,3,5
38995,5,3,4,3,5
39004,4,2,4,3,5
39030,4,2,4,3,5
39032,3,2,1,4,4
39037,4,1,1,4,5
39052,3,3,3,3,4
39053,5,2,5,4,5
39055,4,3,3,3,4
39056,5,1,5,4,5
39057,4,2,4,3,4
39058,3,3,3,3,5
39060,2,3,2,2,4
39061,4,2,3,3,4
39063,4,2,5,4,5
39064,3,2,3,2,3
39065,4,2,4,3,4
39066,3,3,2,3,2
39078,5,1,5,4,5
39080,5,1,5,4,5
39081,4,2,4,4,4
39083,4,2,4,4,5
39084,5,1,5,4,5
39085,5,1,5,4,5
39086,5,1,5,4,5
39093,5,1,5,4,5
39094,5,1,5,4,5
39095,5,1,5,4,5
39096,5,1,5,4,5
39097,5,1,5,4,5
39099,4,2,4,4,5
39108,4,2,3,4,4
39111,3,3,4,4,5
39113,3,3,3,3,3
39119,3,3,3,3,5
39125,4,3,3,3,5
39126,3,2,3,3,4
39129,3,2,2,3,5
39131,4,3,3,3,5
39141,4,1,4,3,4
39143,4,2,4,3,4
39147,5,1,2,4,5
39206,4,2,3,3,4
39207,2,3,1,3,3
39211,4,2,4,3,4
39215,5,1,5,4,4
39217,3,3,2,3,2
39218,5,1,5,4,5
39219,5,1,5,4,5
39222,5,1,5,4,5
39224,5,1,5,4,5
39225,5,1,5,4,5
39226,5,1,5,4,5
39227,5,1,5,3,5
39229,5,1,5,4,5
39232,5,1,2,4,5
39242,3,2,4,3,4
39244,3,3,3,3,3
39248,4,2,4,4,4
39255,3,2,2,4,5
39259,3,3,2,3,3
39261,2,3,1,3,3
39278,4,2,4,4,5
39284,5,1,5,4,5
39285,4,2,3,3,5
39287,3,2,2,3,4
39291,4,2,4,4,4
39298,2,4,2,4,3
39313,3,3,3,3,4
39316,2,4,2,4,3
39317,5,1,4,4,4
39318,4,2,4,3,4
39320,2,4,2,3,3
39327,5,1,4,4,5
39328,5,1,5,4,5
39346,4,2,4,3,4
39351,4,2,4,3,5
39352,4,1,4,4,4
39355,1,4,1,3,2
39356,4,2,4,3,4
39382,4,2,2,3,5
39384,3,2,3,4,5
39389,3,3,3,3,3
39401,2,2,2,3,2
39402,2,2,2,3,2
39404,2,3,2,3,3
39405,2,2,3,3,3
39408,3,2,2,3,3
39411,5,1,5,4,5
39415,3,1,3,3,4
39425,5,1,5,4,5
39427,5,1,5,4,5
39433,5,1,4,4,4
39434,4,2,3,4,4
39435,3,2,4,4,4
39436,4,2,3,3,4
39441,5,1,5,4,5
39446,4,1,4,4,5
39447,5,1,4,4,5
39450,4,2,2,3,4
39451,5,1,4,3,5
39452,4,1,4,3,4
39457,5,1,5,4,5
39459,5,1,5,4,5
39466,5,1,5,4,5
39467,5,1,5,4,5
39474,4,3,3,3,4
39476,5,1,5,4,5
39485,4,1,4,4,4
39486,5,1,5,4,5
39487,2,4,2,2,5
39488,3,3,3,3,5
39491,4,1,3,3,4
39496,4,2,4,3,4
39497,4,2,4,3,4
39499,1,3,3,3,3
39533,3,2,3,2,3
39534,2,3,2,2,2
39538,4,2,4,4,2
39539,3,2,2,3,3
39540,2,4,4,3,4
39541,3,4,4,4,3
39542,3,3,3,3,3
39543,4,3,4,3,3
39545,3,2,2,3,3
39546,3,3,2,3,3
39547,3,3,4,3,4
39581,5,1,5,4,5
39583,5,1,5,4,5
39596,5,1,5,4,5
39601,4,1,3,3,4
39606,4,1,4,4,5
39616,5,3,4,4,4
39618,4,2,4,3,3
39627,5,1,4,4,5
39628,4,2,3,4,5
39632,4,1,3,4,5
39654,3,2,3,4,5
39661,5,1,5,4,5
39662,5,1,5,4,5
39664,5,2,5,4,5
39668,4,2,4,3,4
39684,4,2,4,4,4
39697,5,1,5,4,5
39704,4,2,5,4,5
39710,3,2,5,3,4
39746,2,2,4,3,4
39751,4,1,4,3,4
39753,3,3,3,3,4
39765,4,1,3,3,3
39769,5,1,4,4,5
39801,5,1,4,4,5
39802,5,3,4,3,4
39805,5,1,4,4,5
39806,5,1,4,4,5
39807,3,2,3,4,4
39808,4,2,3,4,4
39840,3,2,3,4,3
39864,3,3,3,3,3
39901,4,3,4,3,4
39902,4,2,4,3,4
39903,3,2,4,2,3
39907,5,1,4,4,4
39914,5,1,5,4,5
39930,3,3,4,2,4
39951,5,1,5,4,5
39954,5,1,4,4,5
39955,4,2,4,3,3
39961,5,1,5,4,5
39966,5,1,5,4,5
41035,5,1,4,3,4
41038,5,2,4,3,5
50007,4,3,4,3,5
50031,4,3,2,2,4
50032,5,1,4,4,5
50033,4,3,2,3,5
50034,5,3,3,4,5
50047,5,1,3,3,4
50049,4,2,4,3,5
50050,5,2,3,4,5
50052,2,4,3,3,4
50053,2,3,2,2,4
50059,3,2,2,3,4
50060,5,2,4,4,5
50079,4,2,2,3,4
50084,5,1,4,3,5
50085,4,2,3,2,5
50126,3,2,1,3,2
50128,4,3,4,3,4
50133,4,2,4,4,5
50135,4,2,2,2,4
50141,3,3,4,3,4
50142,2,2,4,3,4
50146,2,4,3,3,3
50147,4,2,3,4,4
50148,2,3,3,4,4
50150,3,3,4,4,4
50170,2,4,3,3,3
50171,1,4,2,3,3
50178,2,3,2,3,4
50193,4,2,4,3,5
50195,4,2,2,2,5
50199,5,1,2,3,5
50200,3,2,2,3,4
50209,4,2,3,4,4
50213,4,2,4,3,4
50227,3,3,2,3,4
50231,4,2,3,3,4
50232,3,2,3,3,4
50233,3,2,2,3,3
50241,3,3,2,3,4
50245,2,2,3,3,4
50246,3,2,4,4,4
50251,3,3,4,3,4
50253,2,3,1,2,3
50268,4,1,4,3,5
50274,5,1,4,4,5
50281,5,1,5,4,5
50284,5,1,5,4,5
50300,4,2,3,4,5
50331,4,3,4,3,4
50336,4,2,4,4,5
50339,2,3,3,3,3
50344,4,2,3,3,4
50372,3,2,4,2,4
50396,3,3,4,3,3
50401,3,3,4,3,4
50411,4,1,3,4,5
50414,5,1,3,3,5
50416,4,2,3,3,4
50417,5,1,3,3,4
50424,5,1,4,4,5
50458,2,4,2,2,2
50465,4,1,4,4,5
50469,4,2,4,4,5
50488,5,1,4,3,4
50513,5,1,2,3,4
50525,5,1,2,2,5
50537,4,2,4,3,4
50549,2,3,1,2,1
50582,4,1,4,4,4
50584,4,1,4,4,5
50585,4,1,3,3,4
50605,5,1,5,4,5
50611,5,1,4,4,5
50612,5,1,4,4,5
50618,1,3,1,2,2
50623,4,2,3,4,4
50624,3,3,4,4,4
50625,4,2,3,4,5
50632,4,2,3,4,4
50637,3,3,2,3,3
50639,3,3,1,2,3
50669,4,3,4,3,5
50671,4,1,5,3,5
50674,4,2,4,3,5
50680,4,2,4,3,5
50683,4,3,4,3,5
50711,5,1,4,3,5
50714,4,2,3,3,4
50716,5,1,4,3,5
50730,3,3,3,3,4
50738,4,2,2,2,3
50740,2,3,3,2,2
50757,5,1,4,4,5
50758,4,2,3,4,4
50765,5,1,4,3,5
50766,5,1,4,3,4
50771,3,2,2,4,5
50776,4,1,4,4,5
50791,5,1,5,3,5
50812,4,3,4,3,4
50818,4,3,3,3,4
50819,4,2,3,3,4
50828,3,3,2,4,4
50853,2,3,3,3,3
50855,2,3,2,3,3
50868,2,3,3,3,4
50874,2,3,2,3,4
50898,4,2,2,2,5
50903,2,3,1,3,3
50910,4,2,3,2,4
50913,3,3,5,4,5
50914,5,1,2,3,4
50926,1,5,1,2,1
50931,3,2,1,2,1
50935,2,3,2,3,3
50936,4,2,3,3,5
50941,4,1,1,2,1
50942,4,1,1,4,3
50949,3,1,1,3,2
50991,4,2,4,3,5
50993,4,2,4,3,5
50995,2,3,1,2,1
50999,3,3,4,3,5
51000,4,3,4,4,5
51001,2,4,1,4,4
51013,5,1,5,3,5
51018,4,3,3,3,5
51051,2,3,4,3,5
51052,4,2,3,3,4
51054,3,3,3,3,5
51055,3,3,4,3,5
51056,4,3,4,4,5
51057,5,2,5,4,5
51058,4,3,4,4,5
51059,3,2,4,4,5
51063,5,2,4,4,5
51066,5,3,4,3,5
51070,2,4,1,1,1
51072,2,4,1,3,3
51073,5,2,4,3,5
51075,3,2,3,3,5
51078,4,2,4,4,5
51079,2,2,4,4,5
51082,2,3,4,4,4
51084,4,3,4,4,5
51085,3,3,4,3,5
51086,5,1,5,4,5
51087,5,2,4,3,5
51089,5,2,5,4,5
51092,4,2,3,3,4
51094,2,5,2,2,4
51099,2,3,2,3,3
51146,5,1,3,4,5
51148,3,3,3,3,4
51153,2,2,2,3,4
51181,4,2,2,2,5
51185,5,1,3,3,5
51186,4,1,2,3,5
51192,4,3,1,2,2
51193,4,2,4,3,4
51199,3,3,3,3,5
51201,2,3,2,2,5
51210,2,3,1,4,4
51251,4,2,4,4,4
51252,4,2,4,4,4
51260,5,1,4,4,5
51283,1,5,1,3,1
51286,2,3,3,3,4
51290,4,3,3,3,4
51294,5,1,5,4,5
51297,3,3,4,3,3
51298,4,1,4,4,5
51314,5,1,5,4,5
51346,3,3,3,3,3
51351,5,1,5,4,5
51352,5,1,5,4,5
51355,4,2,4,4,4
51358,5,1,5,4,5
51362,5,1,5,4,5
51363,4,1,4,4,5
51364,4,1,4,4,5
51366,5,1,5,4,5
51381,5,1,4,4,5
51382,3,2,3,3,4
51386,2,4,2,2,2
51388,4,3,2,3,4
51389,5,1,5,4,5
51390,4,1,4,3,4
51392,5,1,5,4,5
51394,2,4,2,2,3
51398,4,2,3,4,4
51399,4,4,2,3,4
51408,2,3,1,3,3
51412,5,1,5,4,5
51415,3,3,4,4,5
51419,5,1,5,4,5
51420,5,1,5,4,5
51438,3,2,4,4,5
51439,2,3,3,3,3
51444,5,1,3,4,5
51454,3,3,2,3,3
51463,2,3,2,3,3
51467,3,2,3,3,4
51476,2,3,2,3,4
51479,5,1,4,4,5
51499,5,1,4,4,5
51523,5,1,5,4,5
51525,5,1,4,4,5
51544,4,2,4,4,5
51545,4,2,4,4,5
51562,3,3,2,4,5
51584,2,3,1,3,3
51617,4,2,3,3,4
51619,5,1,5,4,5
51620,5,1,5,4,5
51624,5,1,5,4,5
51625,5,1,5,4,5
51639,5,1,5,4,5
51651,5,1,5,4,5
51654,5,1,4,3,5
51655,5,1,5,4,5
51714,4,2,5,4,5
51716,5,1,5,4,5
51719,5,1,5,4,5
51733,4,2,4,3,4
51735,4,3,4,4,5
51737,4,2,4,3,4
51739,4,2,3,3,4
51740,4,1,4,3,4
51748,3,1,1,3,4
51761,4,2,4,4,4
51765,3,2,4,3,4
51766,4,2,3,3,4
51772,3,2,4,4,4
51773,4,2,4,4,5
51774,4,2,4,4,4
51781,4,2,4,4,4
51782,4,2,4,4,4
51788,4,2,4,4,5
51792,2,3,2,3,4
51794,4,3,4,3,4
51797,4,2,4,3,4
51799,4,2,4,3,4
51809,4,3,3,3,3
51811,3,3,2,4,5
51818,3,2,3,3,3
51819,5,1,5,4,5
51825,3,3,3,3,3
51827,3,3,3,3,3
51833,2,3,2,3,4
51837,5,1,5,4,5
51846,2,1,2,3,4
51847,4,2,3,3,5
51867,3,3,2,3,5
51870,4,1,3,3,5
51879,3,3,1,3,3
51881,4,1,3,3,5
51883,3,3,2,3,4
51889,2,3,1,4,4
51891,1,4,1,3,5
51895,3,2,3,3,5
51900,4,1,3,3,5
51908,3,3,3,3,4
51953,4,3,4,3,4
51955,3,3,3,3,4
51967,4,2,4,4,4
52001,3,4,2,3,4
52003,2,2,3,3,4
52010,2,3,2,3,4
52013,1,4,1,3,4
52018,3,2,3,2,4
52021,1,4,1,3,4
52028,4,4,3,3,4
52029,5,1,4,4,5
52030,4,2,4,3,4
52031,4,1,4,3,4
52032,2,2,4,3,4
52043,4,2,3,3,4
52047,2,2,4,3,4
52050,3,2,3,3,4
52062,2,3,2,3,4
52064,4,1,4,3,4
52066,1,4,2,3,4
52067,2,2,3,3,4
52068,3,2,3,3,4
52073,1,3,3,3,4
52082,1,3,1,3,3
52086,4,2,3,3,4
52087,5,1,3,3,4
52089,1,4,1,3,3
52105,4,2,3,3,4
52110,1,4,2,2,1
52120,4,2,4,3,4
52135,2,2,2,3,3
52137,3,2,3,3,2
52194,4,1,4,3,5
52197,4,1,1,1,4
52234,4,2,4,3,5
52236,4,2,4,3,4
52257,4,2,3,3,5
52259,4,2,2,2,4
52265,4,1,3,3,3
52285,4,1,3,3,4
52298,2,4,4,3,5
52299,3,2,3,3,5
52308,4,1,4,4,5
52345,5,2,4,4,5
52365,4,2,4,3,4
52380,3,2,4,3,4
52383,4,1,4,3,5
52385,4,2,4,3,2
52387,3,2,4,3,2
52389,5,2,5,4,5
52400,2,3,3,2,3
52418,2,3,2,3,2
52433,5,1,2,4,5
52435,4,1,3,3,4
52451,4,1,4,4,5
52452,5,1,4,4,5
52453,5,1,4,4,5
52454,5,1,5,4,5
52455,4,1,4,4,5
52465,5,1,2,4,5
52473,3,2,4,4,5
52475,3,2,3,3,3
52477,4,2,4,4,4
52478,5,1,4,4,5
52492,1,4,1,2,1
52504,1,4,1,2,1
52505,5,1,4,4,5
52512,5,1,4,4,5
52516,5,1,3,1,5
52518,5,1,4,4,4
52520,5,1,4,4,5
52523,5,2,4,4,4
52524,4,1,4,4,5
52531,4,1,3,4,5
52534,5,1,5,4,5
52538,5,1,2,4,5
52547,2,2,3,4,5
52608,4,2,2,3,5
52613,4,2,4,4,5
52670,4,2,4,3,5
52671,3,3,4,3,5
52677,2,3,4,3,5
52685,3,5,4,3,4
52687,1,4,1,2,2
52696,4,2,4,3,5
52697,3,3,3,3,4
52700,1,3,1,3,3
52715,4,1,4,4,4
52716,4,2,3,3,4
52717,3,3,2,2,3
52718,3,3,3,2,4
52732,3,3,3,3,4
52733,2,3,2,3,4
52736,1,4,1,3,4
52756,4,3,3,4,4
52763,2,3,3,3,3
52766,5,1,4,4,4
52776,2,4,3,2,3
52777,2,3,3,2,3
52780,3,3,2,2,4
52787,3,3,2,2,3
52790,5,1,5,4,5
52791,5,1,5,3,4
52799,4,3,3,3,4
52800,4,4,4,4,4
52810,4,2,4,3,5
52811,5,1,4,3,4
52813,5,1,4,4,5
52820,5,3,5,3,5
52826,5,2,4,3,4
52850,3,3,3,2,3
52851,3,2,4,3,4
52859,3,3,4,3,4
52893,2,3,3,3,4
52894,2,3,2,3,3
52903,2,3,2,3,3
52937,5,1,5,4,5
52939,5,1,5,3,5
52941,5,1,5,4,5
52950,3,3,2,3,4
52954,4,1,5,3,5
52958,5,2,4,3,5
52959,5,1,5,3,5
52960,4,3,4,3,4
52967,5,1,5,4,5
52968,5,1,5,4,5
52975,5,1,4,3,5
52979,5,1,5,4,5
52982,5,2,5,4,5
52985,5,1,5,4,5
52989,4,1,4,4,5
52992,5,1,5,4,5
53006,5,1,4,4,5
53008,5,3,3,4,5
53013,5,1,5,4,5
53016,5,1,5,4,5
53028,3,3,3,3,3
53029,4,2,4,4,4
53037,2,3,4,4,4
53042,3,3,3,3,3
53044,4,2,4,4,5
53054,3,2,3,3,3
53062,4,1,4,3,4
53066,3,2,3,3,4
53081,4,2,2,3,3
53082,4,2,4,4,4
53085,4,2,4,3,4
53086,5,1,4,4,5
53087,3,3,1,2,1
53095,4,2,4,4,4
53099,2,3,3,2,3
53108,4,2,4,4,5
53109,4,2,4,4,4
53191,4,2,4,3,4
53193,4,3,3,3,3
53202,3,3,3,3,4
53216,2,3,2,3,5
53220,2,3,2,3,4
53225,3,3,3,2,5
53226,2,3,3,3,5
53227,3,3,4,2,5
53234,2,3,3,3,4
53237,3,2,2,3,2
53305,3,2,3,3,5
53306,4,1,3,4,5
53313,4,2,3,4,5
53315,1,4,1,3,5
53351,4,2,5,4,5
53354,5,1,5,4,5
53372,4,3,3,3,5
53373,4,2,3,2,5
53375,4,3,3,3,5
53376,3,3,3,3,5
53380,4,1,2,3,4
53381,5,1,4,4,5
53390,5,1,3,2,5
53412,2,2,1,3,2
53413,2,3,1,3,2
53416,1,4,1,4,4
53428,2,2,3,3,4
53440,5,1,4,4,5
53441,5,1,5,4,5
53443,4,1,4,4,5
53451,4,1,4,3,4
53453,3,2,3,4,4
53474,5,1,5,3,5
53475,4,1,4,4,4
53483,2,3,1,1,2
53485,3,2,3,4,4
53486,5,1,5,3,5
53495,4,1,4,3,4
53504,4,1,4,4,5
53520,5,2,4,3,5
53526,4,2,3,3,5
53531,5,2,3,3,4
53549,4,2,4,3,5
53552,4,2,4,4,4
53564,5,1,4,3,4
53575,4,2,3,3,4
53581,4,2,3,3,5
53587,3,2,3,3,4
53596,4,1,4,4,4
53606,3,2,2,3,3
53620,4,2,4,3,5
53621,5,1,5,4,5
53631,5,1,4,4,5
53662,1,3,1,3,4
53666,2,3,2,3,4
53669,4,2,4,3,4
53672,2,3,3,3,4
53673,4,2,3,3,4
53676,2,2,1,3,4
53677,3,3,3,3,3
53720,4,2,3,4,5
53736,2,3,2,2,2
53741,5,1,4,4,5
53746,4,2,2,2,3
53750,2,2,2,2,2
53751,4,1,3,4,4
53754,4,3,1,3,3
53761,4,2,3,4,5
53766,4,2,1,4,2
53780,3,1,3,3,4
53793,4,2,4,3,5
53798,3,3,1,3,3
53805,5,1,4,4,5
53812,2,2,3,3,4
53815,2,3,2,3,4
53817,2,3,1,2,4
53829,4,2,4,3,4
53836,4,1,4,3,4
53839,4,2,4,3,5
53840,5,1,5,4,5
53844,1,4,4,3,4
53849,5,1,5,3,5
53871,3,1,3,2,4
53873,4,2,4,4,5
53883,4,2,3,4,5
53897,2,2,2,3,5
53898,5,1,4,3,5
53901,4,3,4,3,4
53902,5,1,5,4,5
53904,5,1,5,4,5
53905,4,2,5,4,5
53910,5,1,5,4,5
53931,5,1,4,4,5
53934,2,5,2,2,2
53945,4,2,3,3,4
53948,4,3,4,3,4
53949,4,2,3,3,4
53954,5,1,5,4,5
53991,4,2,3,3,5
53997,5,1,5,4,5
54008,2,3,3,4,4
54010,2,3,3,4,4
54013,4,3,3,3,3
54016,2,3,4,4,4
54019,4,3,4,4,4
54021,4,2,4,4,4
54116,4,3,4,4,4
54128,4,2,4,4,5
54135,4,3,4,3,4
54143,5,1,3,3,5
54144,4,1,2,3,4
54152,2,3,3,3,3
54156,4,2,4,4,5
54174,4,2,3,3,4
54182,3,3,3,3,4
54183,4,3,3,3,5
54189,3,3,2,3,4
54201,3,2,1,4,4
54205,3,2,2,3,3
54239,2,3,3,3,4
54250,2,3,3,3,5
54255,5,1,5,4,5
54256,5,1,4,4,5
54267,4,2,5,3,5
54278,3,2,3,3,3
54279,4,2,3,3,4
54318,2,3,3,3,5
54346,2,3,3,3,3
54368,4,3,4,3,4
54377,3,3,3,3,4
54404,5,2,5,4,5
54410,3,3,4,3,5
54412,4,3,4,3,5
54477,4,1,2,3,5
54488,5,1,4,3,5
54489,4,1,3,4,5
54502,5,1,5,4,4
54503,4,1,1,3,4
54524,3,3,3,2,4
54527,5,2,4,3,5
54533,2,3,1,3,2
54535,2,3,1,2,1
54538,5,1,3,3,4
54545,4,1,4,3,4
54588,5,1,5,4,5
54618,4,2,4,3,4
54620,5,1,5,4,5
54626,5,1,5,4,5
54627,2,3,3,3,3
54632,4,1,4,3,5
54635,4,1,4,3,5
54644,4,1,4,3,4
54673,2,1,2,3,3
54674,2,2,2,3,2
54679,4,4,4,3,4
54680,4,2,3,3,4
54683,2,2,2,3,3
54684,3,3,3,3,4
54686,3,3,1,3,2
54690,3,3,2,3,3
54693,2,3,1,3,2
54694,3,2,3,3,3
54696,2,2,3,4,5
54702,4,2,3,3,4
54706,2,2,2,3,5
54711,5,1,3,3,5
54723,5,3,2,3,4
54763,4,1,3,3,4
54765,5,1,5,4,5
54766,4,1,3,3,4
54770,5,1,3,3,4
54773,4,1,4,3,5
54778,5,1,5,4,5
54779,4,2,3,3,4
54796,4,3,4,4,4
54800,3,3,3,3,3
54804,4,3,2,3,4
54809,4,2,4,4,5
54811,3,2,3,3,4
54819,4,1,2,3,4
54821,4,2,4,4,4
54826,4,3,2,4,4
54831,4,1,3,3,4
54908,4,2,3,4,4
54934,5,2,4,3,5
54936,4,3,3,3,4
54949,5,2,4,4,5
54963,4,2,4,4,5
54987,5,1,5,4,5
55006,3,2,2,3,5
55007,5,2,2,3,4
55078,4,3,3,3,3
55079,4,3,3,3,4
55084,5,2,3,3,5
55093,3,2,3,3,3
55094,5,1,5,4,5
55099,5,1,5,4,5
55104,5,1,5,4,5
55118,4,1,4,4,5
55131,1,4,1,3,3
55147,4,1,5,4,5
55196,5,3,2,2,5
55201,4,1,2,4,4
55203,5,1,5,4,3
55205,4,2,3,3,5
55206,4,2,2,3,4
55209,1,4,3,3,4
55212,2,2,2,2,5
55219,3,2,3,3,4
55221,4,3,3,4,5
55254,4,1,4,3,4
55267,3,3,3,3,5
55272,3,3,3,2,3
55273,3,2,2,2,3
55275,4,2,4,3,4
55278,2,3,3,2,2
55295,4,3,4,3,5
55298,5,1,5,4,5
55300,4,2,4,3,5
55308,4,3,3,3,5
55322,5,1,5,4,5
55332,1,4,1,1,2
